responseid,interview_start,interview_end,gender,colour_plus,region,list,Q1_1,Q1_2,Q1_3,Q1_4,Q1_99,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4,Q4_98_other,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_98,Q4b_98_recoded,Q4b_98_other,Q4b_5,Q4b_6,Q4b_7,Q4b_8,Q4b_9,Q4b_10,Q4b_99,Q5_1,Q5_2,Q5_3,Q5_4,Q5_99,Q6ax1_1,Q6ax1_2,Q6ax1_3,Q6ax2_1,Q6ax2_2,Q6ax2_3,Q6ax3_1,Q6ax3_2,Q6ax3_3,Q6ax4_1,Q6ax4_2,Q6ax4_3,Q6bx1_1,Q6bx1_2,Q6bx1_3,Q6bx2_1,Q6bx2_2,Q6bx2_3,Q6bx3_1,Q6bx3_2,Q6bx3_3,Q6bx4_1,Q6bx4_2,Q6bx4_3,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_99,Q9,Q10_1,Q10_2,oQ11,Q13,Q13_98_other,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_98,Q14_98_other,Q14_99,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_98,Q15_98_other,Q15_99,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_99,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20,Q21,Q21_98_other,Q22,Q22_98_other,Q23,AgeBand,Q24
1997,3/12/2024,3/12/2024,Female,BROWN,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,0 - Weekend days,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Not at all familiar,Strongly disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own with mortgage,,27,25-34 years,"$1000-2000 a week / $52,000-$104,000 a year"
1999,3/12/2024,4/12/2024,Male,GREY,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,1,0,0,0,,,0,0,0,0,0,0,0,1,1,0,0,0,4,5,5,4,5,5,,,,,,,1,1,2,1,1,2,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Strongly agree,The problem will  retro fitting it into existing solar and battery system.,As soon as possible,,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Very interested,Very interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Fairly interested,Very interested,Fairly interested,1,0,1,1,1,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Freestanding house,,Own outright,,63,55-64 years,"$4000+ a week / $208,000+ a year"
2000,3/12/2024,4/12/2024,Male,LILAC,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,0,1,0,Nrma charger anywhere,0,0,0,1,0,0,0,0,0,0,0,1,,,,3,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,No.,As soon as possible,,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Neither interested nor uninterested,Fairly interested,1,1,0,1,0,0,1,0,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,3,2,Freestanding house,,Own outright,,78,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2003,3/12/2024,4/12/2024,Male,LILAC,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,3,5,5,,,,,,,,,,2,2,0 - Weekend days,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Not at all familiar,Strongly agree,Neither agree nor disagree,,Don't know,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,0,0,0,0,0,0,0,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,3,Freestanding house,,Own outright,,76,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2004,3/12/2024,4/12/2024,Male,PURPLE,REGIONAL,EV,0,1,0,0,0,"20,001-50,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Tesla Rapid Chargers,1,0,0,0,0,0,0,0,1,0,0,0,,,,1,4,5,,,,,,,,,,1,2,2,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat disagree,"My vehicle is not compatible with V2G, otherwise I'd be interested",,,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,0,1,0,1,0,0,1,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Freestanding house,,Own with mortgage,,58,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
2007,3/12/2024,4/12/2024,Male,LILAC,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,Currently have set for Vehicle to Load with power extension from garage to kitchen,Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,1,1,0,0,0,0,0,0,0,Cost to setup,0,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,1,1,1,0,1,1,1,0,0,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,4,3,Freestanding house,,Own outright,,78,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2009,3/12/2024,4/12/2024,Not Stated,BROWN,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,1,1,1,0,2,1,2,,,,,,,,,,1,1,1,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Not at all familiar,Strongly agree,Strongly agree,no,Next 1-2 years,,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,0,0,0,1,0,1,0,0,0,2,1,3,None of these,5,5 or more,Freestanding house,,Own with mortgage,,35,35-44 years,"$1000-2000 a week / $52,000-$104,000 a year"
2011,4/12/2024,4/12/2024,Not Stated,,INTERSTATE,EV,1,1,0,0,0,"10,000-20,000",1,0,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,3,3,5,2,2,5,,,,,,,2,2,2,1,1,2,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat agree,,Next 3-5 years,,0,0,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,1,1,0,0,0,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Freestanding house,,Own outright,,68,65+,"$3000-4000 a week / $156,000-$208,000 a year"
2012,4/12/2024,4/12/2024,Female,LILAC,RURAL,EV,1,0,0,0,0,"Less than 10,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,4,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly agree,Somewhat disagree,Strongly disagree,0,0,1,Not at all familiar,Strongly agree,Strongly disagree,Sounds good if you own your home.,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Apartment/unit,,Rent,,92,65+,"$500-1000 a week / $26,000-$52,000 a year"
2014,4/12/2024,4/12/2024,Male,KHAKI,RURAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,1,0,1,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,,,3,2,5,,,,,,,,,,0 - Weekend days,1,2,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,1,1,0,Very familiar,Strongly agree,Neither agree nor disagree,,Don't know,,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,1,1,0,0,0,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,3,2,Freestanding house,,Own outright,,70,65+,Prefer not to say
2016,4/12/2024,4/12/2024,Female,PURPLE,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",1,0,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,1,1,0,Very familiar,Strongly agree,Somewhat agree,,Next 3-5 years,,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,1,0,0,1,1,0,3,1,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,2,Freestanding house,,Own with mortgage,,45,45-54 years,"$4000+ a week / $208,000+ a year"
2018,4/12/2024,4/12/2024,Male,PURPLE,REGIONAL,Boost - 30 to 50,1,1,0,0,0,"10,000-20,000",1,1,1,1,0,At home,,0,1,1,1,1,0,Any available when on trip,0,0,1,0,0,0,0,1,1,0,1,0,3,2,1,3,2,1,,,,,,,0 - Weekend days,1,1,0 - Weekend days,1,1,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,1,0,0,Very familiar,Somewhat agree,Somewhat agree,I would like to know the impact to the vehicles battery life span and condition,Don't know,,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,1,0,1,0,0,1,1,0,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,1,3,Freestanding house,,Own with mortgage,,45,45-54 years,"$4000+ a week / $208,000+ a year"
2020,4/12/2024,4/12/2024,Female,ORANGE,UNKNOWN,EV,1,1,0,0,0,"10,000-20,000",0,0,1,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0 - Weekdays,5,5,0 - Weekdays,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Somewhat agree,Strongly agree,Strongly agree,0,0,1,Not at all familiar,Strongly disagree,Somewhat disagree,Stupid idea,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,3,2,None of these,0,2,Apartment/unit,,Rent,,62,55-64 years,Prefer not to say
2021,4/12/2024,4/12/2024,Male,ORANGE,RURAL,EV,1,1,0,0,0,"More than 50,000",1,1,0,0,0,At home,,0,1,0,1,0,,,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,2,5,,,,,,,2,2,2,0 - Weekend days,2,2,,,,,,,Neither agree nor disagree,Strongly agree,Somewhat agree,1,1,0,Somewhat familiar,Neither agree nor disagree,Neither agree nor disagree,depends on the price incentives available - i.e. only attractive if feed in tariffs during peak periods are substantially higher than current (~$0.05/kwh),Don't know,,0,0,0,0,0,1,1,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,1,0,,0,Neither interested nor uninterested,Fairly uninterested,Fairly interested,Fairly uninterested,Neither interested nor uninterested,Fairly interested,Fairly uninterested,Fairly interested,Fairly interested,1,0,0,0,0,0,0,0,0,0,2,1,3,"Discharge to my home only, to reduce my energy bills",5,4,Freestanding house,,Own outright,,50,45-54 years,"$4000+ a week / $208,000+ a year"
2022,4/12/2024,4/12/2024,Male,GREY,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,1,1,0,Tesla supercharger,1,0,0,0,0,0,0,0,1,0,0,0,4,4,5,3,3,5,,,,,,,2,2,2,1,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Strongly agree,,Next 3-5 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Very interested,Very interested,Very interested,Fairly interested,Very interested,Very interested,Fairly interested,Very interested,Very interested,1,1,1,0,1,0,1,0,0,0,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,2,Freestanding house,,Own outright,,72,65+,"$4000+ a week / $208,000+ a year"
2024,4/12/2024,4/12/2024,Male,ORANGE,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,4,4,,,,,,,1,1,1,1,1,1,,,,,,,Strongly agree,Somewhat agree,Strongly agree,1,0,0,Very familiar,Somewhat agree,Somewhat agree,,Next 1-2 years,,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Not at all interested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,1,1,1,1,1,1,1,0,2,1,3,"Discharge to my home only, to reduce my energy bills",5,4,Freestanding house,,Own outright,,53,45-54 years,"$3000-4000 a week / $156,000-$208,000 a year"
2027,4/12/2024,4/12/2024,Male,GREY,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,3,2,3,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,Not at all familiar,Strongly agree,Somewhat agree,,I rent and am not able to get V2G installed,,0,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,1,0,,0,Fairly interested,Fairly interested,Very interested,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly interested,Fairly interested,1,0,0,0,0,0,0,0,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,2,2,Apartment/unit,,Rent,,72,65+,Prefer not to say
2028,4/12/2024,4/12/2024,Male,ORANGE,RURAL,EV,1,1,0,0,0,"20,001-50,000",1,1,0,0,0,At work,,0,1,0,1,0,,,0,0,0,0,0,0,0,1,1,0,1,0,0 - Weekdays,5,5,0 - Weekdays,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Strongly agree,Somewhat agree,Strongly agree,1,0,0,Not at all familiar,Somewhat agree,Strongly agree,,As soon as possible,,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Fairly interested,Fairly interested,Very interested,Fairly interested,Fairly interested,Fairly interested,Very interested,Very interested,Fairly interested,0,1,0,1,0,0,0,0,1,0,1,2,3,"Discharge to my home only, to reduce my energy bills",1,4,Freestanding house,,Own with mortgage,,51,45-54 years,"$4000+ a week / $208,000+ a year"
2034,4/12/2024,4/12/2024,Male,GREY,INTERSTATE,EV,1,1,0,0,0,"Less than 10,000",0,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,4,4,5,,,,,,,2,2,2,1,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,1,0,Somewhat familiar,Somewhat agree,Neither agree nor disagree,It would need to be a package that provides value for the investment with longevity,Next 3-5 years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,3,1,2,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,4,2,Freestanding house,,Own outright,,61,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
2037,4/12/2024,4/12/2024,Male,GREY,RURAL,EV,1,1,0,0,0,"20,001-50,000",1,1,0,0,0,At home,,0,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,1,0,0,0,1,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Fairly interested,0,0,0,0,1,1,1,1,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,2,Freestanding house,,Own with mortgage,,75,65+,"$4000+ a week / $208,000+ a year"
2038,4/12/2024,4/12/2024,Not Stated,GREY,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",0,0,1,0,0,"At a public charger (e.g. shopping centre, petrol station)",,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,4,4,4,,,,,,,,,,1,1,2,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,1,Very familiar,Strongly agree,Neither agree nor disagree,,Don't know,,0,0,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",5,2,Apartment/unit,,Own outright,,55,55-64 years,Prefer not to say
2039,4/12/2024,4/12/2024,Male,GREY,REGIONAL,EV,0,1,0,0,0,"20,001-50,000",1,0,0,1,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,4,4,5,,,,,,,,,,1,1,2,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,Very familiar,Somewhat agree,Neither agree nor disagree,I'm concerned how the more frequent charging and discharging of my battery effects it's long term health,I rent and am not able to get V2G installed,,0,0,0,1,1,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,0,0,1,1,0,0,0,0,2,1,3,"Discharge to my home only, to reduce my energy bills",3,2,Freestanding house,,Rent,,58,55-64 years,"$4000+ a week / $208,000+ a year"
2044,4/12/2024,4/12/2024,Male,ORANGE,REGIONAL,EV,0,0,0,1,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,,,,,,,,,,5,5,5,,,,,,,,,,1,2,2,Strongly disagree,Strongly disagree,Strongly disagree,1,0,0,Somewhat familiar,Strongly agree,Strongly disagree,No,,,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,Freestanding house,,Own outright,,60,55-64 years,Prefer not to say
2045,4/12/2024,4/12/2024,Male,ORANGE,METROPOLITAN,EV,1,0,0,0,0,"20,001-50,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,1,1,0,4,4,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,Very familiar,Somewhat agree,Somewhat agree,As long as I have full control over when power is taken from it and I can charge when I choose to charge it,5+ years,,0,0,0,0,0,0,0,1,1,1,0,0,,0,1,0,0,0,0,1,0,0,0,1,0,,0,Very interested,Very interested,Very interested,Fairly interested,Fairly interested,Very interested,Very interested,Very interested,Fairly interested,1,0,0,0,0,0,0,0,0,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,3,Freestanding house,,Own outright,,49,45-54 years,"$500-1000 a week / $26,000-$52,000 a year"
2049,4/12/2024,4/12/2024,Male,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"20,001-50,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,1,1,1,0,1,5,5,,,,,,,,,,0 - Weekend days,2,2,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,1,0,0,Very familiar,Neither agree nor disagree,Neither agree nor disagree,,Don't know,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,1,0,0,0,,0,Neither interested nor uninterested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,1,0,0,0,0,0,0,0,0,0,1,3,2,None of these,5,5 or more,Freestanding house,,Own with mortgage,,45,45-54 years,"$4000+ a week / $208,000+ a year"
2054,4/12/2024,4/12/2024,Not Stated,PURPLE,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",1,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,1,0,0,5,4,5,,,,,,,,,,1,2,2,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,1,Somewhat familiar,Somewhat agree,Somewhat agree,,Next 1-2 years,,0,0,0,0,0,0,1,0,1,0,1,0,,0,1,0,0,0,1,0,0,0,1,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Very interested,1,1,0,0,0,0,1,1,0,0,2,1,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,2,4,Freestanding house,,Own with mortgage,,51,45-54 years,"$4000+ a week / $208,000+ a year"
2056,4/12/2024,4/12/2024,Female,GREY,METROPOLITAN,EV,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,4,4,4,,,,,,,,,,1,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,1,0,0,,0,Very interested,Very interested,Very interested,Fairly uninterested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,1,0,1,1,1,1,1,0,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,2,Apartment/unit,,Own with mortgage,,64,55-64 years,Prefer not to say
2057,4/12/2024,4/12/2024,Male,,METROPOLITAN,EV,0,1,0,0,0,"Less than 10,000",1,0,0,0,0,At home,,0,0,0,0,1,0,Charger in a public car park,0,0,0,0,0,1,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Somewhat disagree,Somewhat agree,0,0,1,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,,0,Fairly interested,Not at all interested,Very interested,Fairly uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,0,0,0,0,0,0,0,0,0,1,3,1,2,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,3,4,Freestanding house,,Own outright,,51,45-54 years,"$4000+ a week / $208,000+ a year"
2058,4/12/2024,4/12/2024,Male,LILAC,REGIONAL,EV,0,1,0,0,0,"Less than 10,000",0,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,no,Next 1-2 years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,,0,Very interested,Very interested,Very interested,Fairly interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,1,0,1,1,1,1,1,0,1,2,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,2,2,Freestanding house,,Own outright,,76,65+,"$2000-3000 a week / $104,000-$156,000 a year"
2061,4/12/2024,4/12/2024,Male,ORANGE,RURAL,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,When you are renting how good the technology is irrelevant .,I rent and am not able to get V2G installed,,0,0,0,0,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,1,1,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,2,1,3,"Discharge to my home only, to reduce my energy bills",5,3,Freestanding house,,Rent,,53,45-54 years,"$2000-3000 a week / $104,000-$156,000 a year"
2062,4/12/2024,4/12/2024,Female,PURPLE,REGIONAL,Main,1,0,0,0,0,"20,001-50,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,0 - Weekend days,0 - Weekend days,2,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,0,0,1,Not at all familiar,Neither agree nor disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,5 or more,Other (please specify),",,,",Own with mortgage,,48,45-54 years,Prefer not to say
